customer_id,tenure_months,monthly_spend,support_tickets,churned
76,50,154.93092176154573,5,0
77,40,25.484987492046947,7,0
78,4,176.0986965934502,1,0
79,2,83.74640074276257,2,0
80,6,91.48948985073486,5,1
81,54,38.87644997584656,9,0
82,42,152.73293709688744,2,0
83,4,52.81109812567245,5,0
84,54,121.51371656339055,5,0
85,29,171.3277974580276,1,0
86,18,36.05677916817011,6,0
87,26,116.36040152279423,1,1
88,44,61.97895407896422,5,0
89,34,81.72683557008685,0,0
90,10,105.3145894575001,2,1
91,36,83.91877459027486,1,0
92,14,136.78811125248367,6,1
93,31,106.32477831576503,3,0
94,48,125.15590724855046,7,1
95,15,152.62804557108433,5,0
96,8,120.39360787107873,9,1
97,14,125.57637823893664,3,1
98,23,121.60253765407543,4,0
99,57,88.17907267123208,8,1
100,40,80.74043009694526,6,0
101,21,181.9365314861022,9,0
102,16,129.3599400128431,8,0
103,45,63.98356798363781,6,0
104,18,109.68458561280923,0,0
105,47,79.46272663056452,7,0
106,53,188.06452827677742,3,0
107,24,21.356185364133452,2,1
108,26,60.55990358825508,6,1
109,25,85.76422754133037,2,0
110,45,107.80576414557282,7,0
111,41,173.14715321050633,5,0
112,29,35.8197724172259,4,0
113,15,165.05567961340583,3,0
114,45,30.017628084255563,7,0
115,1,171.6165263536727,7,0
116,25,29.29438601741231,0,1
117,7,23.28364665710499,8,0
118,9,145.45306322595587,4,0
119,24,199.50599625831097,3,0
120,1,181.38984733532374,5,0
121,44,123.6797152050188,5,0
122,8,185.1312103553957,1,0
123,24,20.954001151568974,7,0
124,11,195.51208933012566,6,0
125,51,108.3347802665812,0,1
126,17,150.12129739191963,4,1
127,8,167.75506516760345,5,0
128,35,149.32230875057965,3,0
129,35,116.3066117680839,1,0
130,33,105.79150714275416,3,0
131,59,170.94486056647247,0,0
132,5,56.91396082690264,6,0
133,42,194.23893197076217,1,0
134,39,147.9714461906147,1,0
135,58,55.911246920897554,8,0
136,41,152.52449306572788,4,1
137,28,115.371204172601,1,1
138,7,147.301417216,8,0
139,9,158.200310259711,8,0
140,8,35.71223232614158,0,1
141,12,111.09871214468247,2,0
142,34,187.76258160624815,3,1
143,33,77.71559458871258,6,0
144,48,126.89895756042179,9,1
145,55,86.4614866717813,3,0
146,23,101.76823499943794,1,1
147,24,118.74856122886757,6,1
148,37,118.80595638001591,5,0
149,35,56.31148321944245,2,0
150,44,143.22287861837,5,1
151,40,35.816260023678225,5,0
152,22,44.988459219563666,4,1
153,27,20.487961894579342,3,0
154,35,41.00529154550264,9,0
155,1,105.1699161893406,0,0
156,35,129.09833859005096,9,0
157,37,162.97210099396324,5,1
158,47,39.20586502041849,1,0
159,14,173.13094280296184,2,0
160,3,154.27541459876926,7,0
161,1,93.53329272846504,9,0
162,5,187.92885207799185,5,1
163,26,198.36730576233032,2,1
164,55,56.900325809582704,6,0
165,14,88.26114529348408,3,1
166,39,186.760896246148,8,1
167,27,149.88737913522988,4,0
168,9,28.657035913535786,2,1
169,15,160.6726067152547,1,0
170,15,169.02935969194854,1,0
171,26,155.09034645775643,2,1
172,42,163.9166835655128,1,0
173,13,168.5238818047035,3,1
174,51,53.55289762186594,1,1
175,32,62.42451429169996,9,0
176,39,134.0765414696319,8,1
177,49,183.41590348325286,1,0
178,52,76.91538481336903,8,0
179,32,125.8952016431102,5,0
180,4,142.93677141508385,0,1
181,30,101.35074823382706,3,0
182,37,148.48084187395867,0,0
183,23,181.94014015259117,5,0
184,39,132.33827795273078,3,0
185,45,117.16059114463394,2,0
186,15,98.97404156990103,2,0
187,43,123.94752876310262,8,0
188,29,83.96524132731125,5,0
189,36,90.46677983627035,8,1
190,13,115.73434634387132,4,0
191,32,31.991440230347052,1,0
192,7,61.22457036646334,7,1
193,59,117.7128759104136,4,0
194,51,97.67506576455968,1,1
195,22,79.90684146424718,3,0
196,28,151.49884462567425,8,1
197,2,144.8691693326009,3,0
198,42,50.01153679880897,3,0
199,45,178.15324076721888,1,0
200,57,109.17625275271382,5,1
201,53,153.46296400502817,1,0
202,6,123.16715286632996,6,0
203,28,199.5846708662918,2,1
204,28,155.4325616069881,2,1
205,44,147.25648302382263,4,0
206,44,160.1429490291352,2,1
207,20,45.763037398724535,1,1
208,30,56.81802677050339,9,0
209,11,148.53153480025054,8,0
210,58,108.91666768355527,1,0
211,55,155.834352534821,1,0
212,28,38.524885533946104,7,0
213,25,116.56664326722705,8,0
214,39,88.18788180024482,6,0
215,33,102.2600394707021,2,0
216,1,128.71241697305226,8,0
217,57,110.41190254325542,2,1
218,27,117.17491468031061,4,1
219,57,107.5443467592094,8,0
220,52,93.61193187538878,2,1
221,13,158.9387565076841,6,0
222,41,22.196553017248014,0,0
223,3,127.71968621694086,3,0
224,39,121.79150251813529,3,0
225,6,148.9122334519314,6,1
226,8,127.82528565991876,7,0
227,27,168.8237890056341,0,0
228,9,192.633463021525,4,0
229,37,81.65436629213781,6,0
230,33,60.923176945397664,3,0
231,51,96.24743523568692,3,0
232,42,71.8273309656307,3,0
233,44,130.69104736747778,5,1
234,24,184.13343359173365,6,1
235,15,45.04091494575114,1,0
236,59,38.14302854285957,4,1
237,54,66.0827957336592,3,0
238,32,150.69720549123213,2,0
239,32,126.73332294658788,6,0
240,24,38.398279560535926,5,0
241,41,185.37509400693438,6,1
242,52,162.21523468233562,4,0
243,49,24.144068861774752,5,0
244,49,137.2460979778843,4,0
245,58,158.82440033355283,6,0
246,52,87.39836654967597,1,1
247,12,32.40587708609938,4,0
248,39,33.917791787981706,5,0
249,2,38.76445388932571,5,0
250,3,171.2791337564761,4,0
251,49,183.92351568602834,9,0
252,37,42.105940732232085,6,0
253,49,62.463086227114616,9,0
254,56,49.793691866112155,7,0
255,17,53.537758308941726,6,1
256,59,170.74834202044858,4,1
257,49,79.78635427788902,0,0
258,2,76.05996752821541,4,0
259,2,60.93121175788027,9,0
260,28,129.42099088296658,1,1
261,54,88.27502570939879,4,0
262,23,153.964937331792,4,0
263,37,57.00436550761475,1,0
264,32,161.80217996860864,4,0
265,33,128.66987571142502,3,0
266,1,40.56811401002379,0,0
267,19,94.61082515665298,2,0
268,2,175.43326531033225,0,0
269,53,186.13284172372727,4,0
270,44,103.82602201738638,3,0
271,26,106.55065605603323,6,0
272,32,185.3218504890742,4,0
273,6,125.6722803445821,9,0
274,32,25.912400643818902,3,0
275,55,184.2949033182432,1,1
276,4,64.68075969628734,3,0
277,55,123.9737517364785,1,0
278,11,49.79239713703529,7,0
279,56,26.098248844387097,2,0
280,59,76.06517080389634,8,0
281,17,160.48922735829578,3,0
282,38,69.96569107329526,5,0
283,24,59.61749853459747,9,1
284,5,58.28254118142073,4,0
285,52,112.73126283322627,9,1
286,34,195.59743682289613,0,1
287,6,102.61801784306235,8,0
288,22,120.31496640020862,0,1
289,11,174.9137632203321,7,0
290,48,116.31254940805856,8,1
291,16,53.20331685539409,8,0
292,33,73.92726411796588,0,0
293,9,75.78864672834996,1,0
294,59,91.51726078236761,0,0
295,6,96.8220029606149,9,0
296,16,163.9607639733685,1,0
297,29,82.88965982887994,9,0
298,3,104.28172911944829,7,0
299,20,132.4956776691894,4,0
300,59,87.99067053923048,6,0
301,36,170.58166639261992,1,1
302,19,125.74164876213338,7,1
303,26,72.92804225977488,5,1
304,3,148.53065596216908,7,0
305,19,114.97659142606145,0,0
306,20,116.20206042630444,0,0
307,32,106.59583070976547,6,1
308,7,109.46215078782483,7,0
309,52,157.7641305919233,2,0
310,41,38.53666627963679,4,0
311,33,80.18530603588678,0,1
312,40,33.59060548470006,6,0
313,39,155.58431973454114,4,0
314,18,69.0143338496539,7,0
315,40,181.53747376739915,7,0
316,1,114.78412399867288,8,0
317,11,164.13495886750178,6,0
318,28,196.20765841087302,0,0
319,57,171.1619947021827,2,1
320,25,176.05887680207422,7,0
321,50,93.43720916567204,2,1
322,23,119.31006714668115,7,1
323,31,65.69994152779478,0,0
324,30,55.300357944821506,4,0
325,42,110.99141823908609,3,0
326,35,127.10881634607571,4,1
327,7,81.06882426131438,7,0
328,16,122.49983319743006,9,0
329,26,179.74288685243053,3,0
330,48,120.2098852610059,3,0
331,57,149.7463573358912,2,0
332,52,164.9566941244229,6,0
333,49,197.9711807519797,2,0
334,2,128.5755323918563,2,0
335,1,165.23302681326547,9,0
336,48,193.27687733987744,4,0
337,12,189.9937506039092,4,0
338,5,45.394732779988445,5,0
339,37,93.15061548923396,7,1
340,32,78.31821099922394,9,0
341,59,35.64650269106288,5,0
342,55,133.98333948397288,0,0
343,9,152.46283037528042,7,0
344,41,172.66305718403902,7,0
345,35,42.09984013928753,8,0
346,19,177.7599336575529,8,1
347,48,135.72660145056557,1,0
348,16,146.7103043249317,1,0
349,3,183.9123206372547,2,0
350,20,132.4570287877852,0,0
351,24,80.45585428697032,3,0
352,54,168.51931965607875,3,0
353,56,85.3506581951163,8,0
354,33,26.161059947695243,8,0
355,24,169.51781118174495,8,0
356,52,82.13458607862961,9,0
357,11,159.29021417624125,6,0
358,49,85.29642103987018,1,0
359,8,174.99224359544988,9,1
360,36,59.51189451457257,4,0
361,38,195.4185077357966,3,0
362,40,160.35657946184554,7,0
363,20,40.56282666567143,1,1
364,35,121.83979159398089,5,1
365,48,197.36611620351223,4,0
366,25,104.79178148488658,1,1
367,35,52.779284987884985,9,0
368,25,107.26010608706231,0,0
369,29,112.24237805874589,7,1
370,18,153.5036499611598,1,1
371,46,145.7922535689628,6,0
372,18,92.4590078474565,8,0
373,2,59.24415934893557,8,0
374,54,136.1097501984793,7,0
375,35,95.90670821959073,9,1
376,16,43.80971800255947,8,0
377,41,182.1030142225494,1,0
378,36,144.4199343697378,5,0
379,33,142.97309416018663,3,0
380,4,168.0650976641013,3,0
381,33,115.3391021579146,4,0
382,14,166.7097971124423,2,1
383,21,109.65633563198104,0,1
384,48,32.091571984827816,7,0
385,20,92.94465584498397,4,1
386,56,109.54368091638031,2,1
387,8,149.63646469381325,9,1
388,7,39.18417142316139,6,0
389,3,45.20333695888082,6,0
390,17,67.46308447423095,0,0
391,33,67.9697108067588,8,0
392,48,151.79322412263122,1,0
393,12,65.13151890108759,4,0
394,59,133.95765140434057,4,0
395,51,108.96929302488886,7,0
396,22,123.19298807229212,7,0
397,55,170.85925337209324,6,0
398,22,92.78867027882437,6,1
399,46,158.7640478715687,5,1
400,30,95.96649071912373,5,1
401,38,83.6968477810249,8,1
402,38,192.5528919163797,5,0
403,45,53.18676572221338,1,1
404,51,36.260652903969415,1,0
405,54,158.77746659638612,4,0
406,8,32.28494696373649,3,0
407,27,170.6742183265453,1,0
408,27,98.69481134430383,2,0
409,34,184.79246191254452,6,0
410,21,149.875915001943,7,1
411,30,129.87284006143238,5,0
412,33,190.87522347039783,4,0
413,28,91.39688714936977,0,1
414,47,191.73564857713396,7,0
415,33,44.30022993581725,2,0
416,5,107.0758895478343,5,0
417,48,68.58402003059508,2,0
418,19,117.17170020347481,6,0
419,4,49.16249802048523,6,1
420,35,171.47533885580782,8,0
421,49,172.3534128766203,4,0
422,17,191.94253629022623,7,1
423,44,47.84098535898252,9,0
424,28,132.19985916289835,9,0
425,30,105.36271556606653,7,0
426,29,81.98907176796197,0,0
427,46,83.27722900415938,4,0
428,53,94.30283910921541,2,0
429,6,146.88659894401155,0,0
430,35,127.69149048826783,3,1
431,41,102.7426722970036,7,0
432,37,33.66801386653198,2,0
433,24,33.99776193421228,9,0
434,29,20.421090312640086,1,0
435,49,194.18588987727557,8,0
436,46,20.945687340509284,9,0
437,53,38.55687428247408,4,1
438,31,76.62738022569397,6,0
439,35,165.337445327017,1,0
440,33,193.17778143754117,8,0
441,52,162.2024405825341,8,0
442,21,144.3008418402153,3,0
443,32,113.83412013444249,3,0
444,23,35.60693813519305,5,0
445,33,192.47074274070746,9,0
446,3,156.51063451022267,9,1
447,18,135.01088936016714,9,1
448,25,156.62645219699297,5,1
449,42,150.33859926916494,0,1
450,31,134.70168436210764,8,0
451,54,196.50382403239786,1,1
452,58,182.6054862744845,4,0
453,3,136.39968544108942,8,1
454,40,144.77153806224646,3,1
455,46,29.2872451985678,2,0
456,24,140.58514361900706,6,1
457,50,27.949778787818033,5,0
458,32,125.88747625458758,7,0
459,47,199.8836299218503,2,0
460,22,120.04518465869234,4,0
461,23,105.17782125464001,9,0
462,2,76.31387417100575,3,0
463,27,41.694064181563604,3,1
464,42,151.58426086249068,3,0
465,2,54.667825001413476,9,1
466,26,40.75076382451118,7,1
467,17,95.91727875149225,5,1
468,40,163.16153083263754,2,1
469,33,154.11161866163968,9,0
470,9,29.878870636365487,4,1
471,43,101.92586330650809,5,1
472,54,114.0382236928104,4,0
473,48,136.018397112648,5,0
474,39,137.03012307978105,7,0
475,29,85.64550490231505,6,0
476,42,120.92189492063252,4,0
477,55,106.59113909193556,9,0
478,26,179.2997041741906,5,0
479,35,115.44772387428203,3,0
480,50,99.3857891146691,8,1
481,25,92.80738094273313,3,0
482,24,123.03699669802383,0,0
483,13,164.71585629216156,6,0
484,58,116.91226826854177,6,0
485,7,139.09793151449747,3,1
486,57,152.8140380431745,2,0
487,36,113.63025977817173,7,0
488,45,96.82707019787559,4,0
489,20,177.79976801524091,9,0
490,1,95.15109512502059,6,1
491,8,103.14971310360576,3,0
492,46,198.2614364015199,3,0
493,16,20.042754243659225,7,0
494,14,53.38512372381005,7,0
495,12,89.11350018555063,1,0
496,51,187.8661836965455,1,0
497,23,32.605347034544785,2,0
498,15,21.707378053129652,2,0
499,28,29.483090475901147,0,0
500,34,35.93781391045127,2,1
501,2,26.767419177126957,5,1
502,32,106.36063883417086,7,0
503,23,124.53629730091899,9,1
504,22,68.90365479242072,5,0
505,51,91.69172911561441,4,0
506,25,36.50588032005743,3,1
507,58,80.54668348911596,2,1
508,22,114.05345449421415,3,1
509,58,151.80892529323611,6,0
510,58,20.60234516773626,0,0
511,22,104.11593797677746,6,1
512,49,73.4605177618788,0,0
513,52,173.50792790454224,1,0
514,42,148.79959674216354,3,0
515,6,126.03953620476108,0,0
516,15,69.90781622541925,8,0
517,54,183.86103837035617,5,0
518,43,28.11812189965817,0,1
519,37,39.70416776224073,0,0
520,33,90.4934252972641,5,0
521,8,42.39876031343414,3,0
522,53,192.1548255606965,3,0
523,44,163.638077985809,5,0
524,44,66.61687728832646,6,0
525,5,125.93976121518416,8,1
526,39,196.81949271441468,9,0
527,4,179.15581606367053,4,1
528,6,128.14372035959565,8,0
529,45,182.67031409154868,3,0
530,32,198.0532837664046,9,0
531,52,153.80350812085234,1,0
532,30,31.697553706920925,2,1
533,47,92.28444255658775,0,0
534,35,170.80863235098417,5,0
535,55,61.50245524490342,5,1
536,40,169.51565319511244,0,1
537,52,41.66097716629927,2,1
538,16,28.45016428660634,4,0
539,13,89.13631006842492,2,1
540,50,26.611748736790453,9,0
541,42,192.3086473369986,2,0
542,30,168.71702524291385,9,0
543,19,164.13854368337752,2,0
544,17,133.36002613930756,4,0
545,56,58.93832414657963,4,0
546,19,113.2868660017506,3,1
547,28,127.50933303746139,0,0
548,58,114.50567015484827,4,0
549,55,66.84200623127492,9,0
550,26,112.74462637665066,4,1
551,37,108.41354135635278,3,0
552,26,199.34043964521038,5,0
553,53,181.53850664831668,9,1
554,23,103.40853467881159,3,1
555,9,132.12872892832138,6,0
556,12,154.61688873660114,6,0
557,53,26.275728842088483,1,1
558,1,181.08585942101118,2,0
559,58,174.82282695522628,0,0
560,58,102.33777759926731,7,1
561,1,90.41055789446837,8,0
562,47,69.13268747413669,3,0
563,34,105.80182909946632,5,0
564,32,27.98779943598262,8,0
565,54,173.3948360024614,5,0
566,48,26.376026315338112,8,1
567,25,79.22924576657678,3,0
568,40,187.6861078974182,7,0
569,45,152.3382778142215,8,0
570,53,70.65037290395482,3,0
571,1,65.47683691295931,4,1
572,16,20.914785167244673,7,0
573,39,145.22857271295504,9,0
574,5,28.781044701171155,5,0
575,22,115.86845349213718,6,0
576,29,193.18195506656897,2,0
577,55,39.7043948098017,6,0
578,3,181.00638757425213,7,1
579,12,198.46556032610866,9,0
580,26,31.07306472306231,5,0
581,16,178.92312844474304,9,0
582,51,112.894223679851,8,1
583,37,183.17246950002442,5,0
584,22,122.83740954552334,8,0
585,57,139.18016181918165,3,0
586,29,117.88020343953187,7,0
587,14,175.60871845532273,3,1
588,28,152.1037854116663,1,0
589,5,113.82685619247468,9,0
590,47,176.26894472927845,8,1
591,49,64.15139580596022,4,1
592,30,48.32131874645468,3,1
593,46,48.872018959412976,1,1
594,52,80.12159817414282,0,0
595,5,62.96420563418315,6,0
596,12,187.41626309175297,5,0
597,16,39.05013688914512,1,0
598,26,145.81833284712576,7,0
599,26,54.05987716130106,3,0
600,48,178.69468389866302,7,0
601,21,193.03675187328332,6,1
602,39,103.78460157859705,4,0
603,36,178.2328664410637,9,1
604,33,20.92613073584866,9,0
605,30,167.59044513345802,7,0
606,37,61.15252907448623,8,0
607,23,183.56623566848623,4,0
608,58,20.201620066419707,9,0
609,10,120.11271230715626,4,1
610,54,156.19444468128825,1,0
611,5,66.56389952562344,4,0
612,36,54.76391562571275,2,0
613,34,35.13768040423724,6,0
614,52,78.75804377059274,9,1
615,31,120.7719762155893,4,1
616,10,40.85189422044638,7,0
617,58,87.80516515762378,0,0
618,19,21.633032837490493,2,0
619,58,167.36229568997152,2,1
620,32,43.120769256774445,8,0
621,1,71.0017306878047,4,0
622,56,23.316989372879146,8,1
623,5,97.80334110065222,8,0
624,45,171.22187049341937,0,1
625,4,90.58721806013538,1,0
626,16,52.30951821629001,4,0
627,24,155.66579012909347,3,0
628,16,161.98525673673396,9,1
629,55,51.275625555362026,8,1
630,2,158.75373953737815,6,0
631,49,190.51361988614084,5,0
632,28,49.94796564780902,6,0
633,32,158.7771726557844,0,1
634,27,147.54296082847327,0,0
635,20,105.24329991831593,7,0
636,24,30.425682900583695,1,0
637,12,33.44499519641372,9,1
638,50,173.43463865575657,8,0
639,35,198.22670709511647,6,0
640,33,141.6894062936158,5,0
641,33,100.27249526185787,0,1
642,51,136.56325581234336,0,0
643,43,126.99125466113816,1,0
644,37,89.05020687301192,5,1
645,12,31.81270602332233,5,0
646,3,167.87233053333938,1,0
647,1,86.93003526297042,0,0
648,33,167.38141580427686,9,1
649,40,65.4515749439088,4,0
650,10,20.18530637221401,4,1
651,43,48.608890989816175,1,0
652,44,104.33709501834518,5,0
653,29,189.97465429240938,8,0
654,13,38.39485154486942,1,1
655,12,173.75775940308188,9,0
656,31,114.86433731813517,1,1
657,46,168.6657378439814,2,0
658,2,73.70739757819868,6,0
659,51,171.19048964104493,5,0
660,50,159.10810040302482,7,1
661,35,61.409662945658106,7,0
662,23,43.640322753688054,5,0
663,17,176.24977805581273,9,0
664,26,193.38259761922373,2,1
665,8,25.63441647455292,2,0
666,29,151.6286120552634,0,1
667,26,183.7144119706073,6,0
668,10,174.32481657664977,4,0
669,26,193.61368500863753,3,0
670,34,156.8169341188575,9,1
671,51,99.61377722856385,3,1
672,41,76.15135828912348,3,0
673,7,77.73369327886294,5,0
674,4,150.39608107054104,7,0
675,58,154.25066216557357,7,0
676,53,56.06464583876828,4,0
677,50,176.26210642829557,5,0
678,45,148.68632723640457,3,0
679,11,121.29505154180887,8,0
680,29,104.87584281845228,7,0
681,56,117.78190504219246,9,0
682,36,48.664232890267606,9,0
683,25,56.666224869729355,0,0
684,21,36.4096082731145,1,1
685,57,47.65844686900029,8,0
686,36,101.66485422895089,7,0
687,10,115.4637908710861,2,0
688,37,23.21514064609749,7,0
689,9,163.42360901552496,0,0
690,24,72.95023520182602,9,0
691,35,184.13048629278398,3,1
692,49,194.15202745047998,2,0
693,35,53.382597441797785,5,0
694,48,103.17751233781891,6,0
695,36,20.22173032995666,3,0
696,18,127.69890772203685,6,0
697,49,129.3151606872808,8,1
698,39,64.55719200860753,1,0
699,32,120.51428106497563,2,0
700,24,60.59722563987238,4,0
701,23,48.94858443407421,2,0
702,32,137.27350402440766,7,1
703,37,78.66658351137349,9,0
704,12,126.24750899941205,7,0
705,49,97.984414814898,7,0
706,55,197.1832533325227,8,1
707,13,46.92451568016184,3,0
708,23,103.62774739444583,4,0
709,25,142.48219274467854,4,0
710,35,91.19811509839437,7,0
711,41,195.44597333672417,6,0
712,30,149.93977302684831,8,0
713,17,138.25709436160875,7,0
714,49,156.2706681700202,1,0
715,20,191.47675484696907,9,0
716,48,183.4073575372352,3,0
717,25,150.37135546275414,5,0
718,22,154.84909503823096,1,0
719,13,46.26597332632618,6,0
720,59,38.50263280867982,2,1
721,19,122.76281033194958,2,0
722,49,23.3061746492972,1,0
723,36,106.82414867928648,7,0
724,12,57.86292438539635,5,1
725,41,82.28298217607113,0,0
726,19,159.6448524427321,0,0
727,12,189.42275076182958,6,0
728,9,33.03492898634147,7,0
729,7,116.16359707576012,4,0
730,28,178.856027447528,4,0
731,14,34.85153619927583,3,0
732,31,168.41252844143008,5,1
733,52,84.40424316708885,5,0
734,19,77.97704639948036,2,0
735,58,195.94394953666145,8,0
736,47,56.15463617521295,6,0
737,16,144.7749093480826,0,0
738,53,167.85933104177596,6,0
739,5,27.4130291502689,4,0
740,35,140.6693825037942,4,1
741,12,191.27899538395886,1,1
742,25,42.35959401105068,3,0
743,52,181.3198344833069,5,0
744,59,127.0597947278485,9,1
745,21,130.98882473524532,6,0
746,36,130.32995147580908,4,1
747,53,73.79045954071648,8,0
748,23,188.33632675390274,2,0
749,16,190.52308327358696,0,0
750,57,132.5548388385106,3,0
751,39,161.01609066949064,8,0
752,45,130.20643745860843,3,0
753,53,107.19172056332731,1,0
754,42,138.94762129386513,9,0
755,58,119.54026146655252,4,0
756,39,127.54565527374741,2,1
757,14,161.08985961539514,8,0
758,31,106.56268966081727,3,1
759,58,27.3357390966451,5,0
760,5,49.5199065781095,1,0
761,35,98.9492989681169,5,1
762,23,150.4687807773305,2,0
763,29,126.79015669583217,8,0
764,43,137.0529534572217,1,0
765,11,106.27020714373171,8,0
766,18,130.8335639496037,4,0
767,47,79.2231388066392,7,1
768,12,104.63286668539972,1,0
769,9,153.970231807092,5,0
770,10,176.9299002151618,2,0
771,58,98.05796011215,9,0
772,44,27.859098387325012,4,0
773,17,49.101057946424476,7,0
774,38,23.75500507247686,9,0
775,7,137.58734346271942,0,0
776,46,79.8166325639196,4,0
777,13,117.64615442948615,2,0
778,40,108.78983242108393,3,0
779,42,34.674768119436806,1,0
780,9,92.58704500228973,8,1
781,50,59.70100248601819,2,0
782,27,95.31196196017748,1,0
783,58,56.64409046160368,9,0
784,2,171.28143312984804,8,0
785,5,51.35480058408565,6,0
786,29,192.94049926765584,5,0
787,37,94.86332590644935,0,0
788,38,172.32415256342887,4,0
789,19,133.1776672770701,2,0
790,8,152.36305375983548,0,0
791,48,158.19029985202044,3,0
792,45,110.8720787407432,1,0
793,1,117.79409420539191,1,1
794,22,112.5192562055705,2,1
795,52,125.85050805621425,7,1
796,17,25.291000236171314,7,1
797,7,91.19273057282274,6,1
798,25,129.11396844101088,5,0
799,45,127.59024174605558,8,0
800,4,162.7320970290137,3,0
801,36,137.90168098977955,0,0
802,6,198.58399694132103,7,0
803,31,71.0938151495561,6,0
804,19,84.64718533992166,6,0
805,44,89.09248733620333,2,0
806,54,103.84630526364474,3,1
807,39,170.4796514806177,9,0
808,27,62.44257691265778,8,0
809,10,159.6800372663773,5,0
810,26,92.9558329554338,4,0
811,19,128.33396905916152,2,1
812,39,133.8572959807351,8,0
813,3,87.1127546940082,4,1
814,45,112.27073693704493,4,0
815,13,94.34561143658546,3,0
816,50,32.4439015135915,3,0
817,28,98.68976998702878,0,0
818,58,37.53081065963939,6,0
819,20,92.90374383445787,8,0
820,28,126.72531196972074,2,0
821,8,124.29468188183014,1,1
822,41,139.27183022149768,2,0
823,39,37.14707143183273,0,1
824,1,137.38218419547883,5,0
825,3,76.18665020536048,6,0
826,13,91.82827030467999,1,0
827,28,174.43752570608703,7,0
828,57,21.625472743319044,5,0
829,49,125.91427400130898,3,0
830,25,127.76851641801936,4,0
831,56,91.39875974184116,7,1
832,33,62.66501427950051,2,0
833,38,62.2413268870792,2,1
834,53,179.06774053893545,3,0
835,6,99.56438728091436,0,0
836,58,79.56008533805095,8,0
837,44,100.77996328965254,7,0
838,45,140.49027226268504,7,0
839,32,46.2361822840553,9,0
840,45,100.89809033847278,5,0
841,47,125.81918679986966,6,0
842,21,190.74500387325807,5,1
843,16,65.45500077357546,8,1
844,54,84.6651346249242,2,0
845,21,88.28454618603628,2,0
846,11,128.9968683760789,2,0
847,37,84.2117695472003,9,0
848,36,116.03214655394521,2,0
849,35,160.7222593721053,8,0
850,19,146.96940694019665,3,0
851,20,100.3463563722654,6,0
852,57,175.5589119813504,8,0
853,18,120.46524492689532,6,1
854,47,117.18305111039825,8,1
855,41,26.15379786904847,2,0
856,49,197.6047364642891,3,1
857,14,42.13474553533281,7,1
858,15,61.60356423697639,5,0
859,31,29.305430703474855,4,0
860,1,135.20053403064446,3,0
861,53,60.446211855082396,7,1
862,54,52.40187874509023,0,1
863,54,35.940005160183446,8,0
864,3,38.59561228232282,0,0
865,16,125.24072607966598,7,0
866,23,143.87741585598718,3,0
867,57,91.52821792359218,8,0
868,11,106.38147468657318,4,1
869,12,143.47419247693713,2,0
870,10,23.128362233386333,8,1
871,32,78.16351827265014,8,1
872,16,195.15759465266237,3,0
